Borough,Hour,Cars_And_Taxis,Buses_and_Coaches,Motorbikes,HGVs,LGVs,no2
Ealing,09:00:00,692.9849418206708,17.030800821355236,31.34360027378508,51.780971937029435,180.85215605749485,46.64610736081995
Ealing,10:00:00,690.9151266255989,16.962354551676935,31.50444900752909,51.51129363449692,180.1574264202601,43.54922011781863
Ealing,11:00:00,689.7542778918549,16.93223819301848,31.535249828884325,51.360711841204655,179.75564681724845,41.18847474933198
Ealing,12:00:00,689.1396303901438,16.9315537303217,31.533196440793976,51.27720739219713,179.5482546201232,40.30538784343394
Ealing,13:00:00,688.7624914442163,16.928815879534564,31.585215605749486,51.22724161533196,179.39356605065024,39.99021141446407
Ealing,14:00:00,688.4250513347023,16.921971252566735,31.568788501026695,51.19849418206708,179.3100616016427,41.15736249380561
Ealing,15:00:00,688.7686516084873,16.939767282683093,31.475701574264203,51.22861054072553,179.35386721423683,42.64526898493018
Ealing,16:00:00,689.1238877481177,16.93223819301848,31.414784394250514,51.2539356605065,179.47364818617385,45.2963736609158
Ealing,17:00:00,688.507871321013,16.913073237508556,31.5564681724846,51.21218343600274,179.32511978097193,47.447854631507944
Ealing,18:00:00,688.1232032854209,16.880903490759753,31.872689938398356,51.14236824093087,179.20602327173168,49.461999938151884
Greenwich,07:00:00,487.1259411362081,19.592060232717316,17.17659137577002,38.21629021218344,130.678302532512,27.802545089681743
Greenwich,08:00:00,482.7022587268994,19.56536618754278,17.023271731690624,37.912388774811774,129.53319644079397,26.901035403706352
Greenwich,09:00:00,480.55509924709105,19.752908966461327,16.822039698836413,37.7700205338809,129.11978097193702,24.21501559895755
Greenwich,10:00:00,480.79671457905545,20.059548254620122,16.636550308008214,37.71252566735113,129.48117727583846,22.064817658570856
Greenwich,11:00:00,479.8781656399726,20.16700889801506,16.55920602327173,37.66050650239562,129.31348391512662,20.07882186501917
Greenwich,12:00:00,478.750855578371,20.196440793976727,16.49760438056126,37.578370978781656,128.96919917864477,19.553993054830297
Greenwich,13:00:00,478.8740588637919,20.269678302532512,16.462012320328544,37.57563312799452,129.07460643394936,19.5434536498898
Greenwich,14:00:00,478.43805612594116,20.286105407255306,16.449691991786448,37.53319644079398,129.00684462696782,20.34171228597326
Greenwich,15:00:00,477.07871321013005,20.11498973305955,16.470910335386723,37.455852156057496,128.4914442162902,22.308342136264248
Greenwich,16:00:00,477.1772758384668,20.00479123887748,16.525667351129364,37.464750171115675,128.44353182751541,24.93924612315743
Greenwich,17:00:00,478.69541409993155,20.256673511293634,16.463381245722108,37.56673511293634,129.09856262833677,27.44670902263179
Greenwich,18:00:00,484.21149897330594,20.706365503080082,16.362080766598222,37.888432580424364,130.9438740588638,29.506021368291577
Hackney,07:00:00,901.4476386036961,23.139630390143736,35.091718001368925,67.93908281998631,233.29568788501027,45.35848059056876
Hackney,08:00:00,899.1581108829569,23.010266940451746,35.09034907597536,67.61738535249829,232.54140999315538,45.70155503712454
Hackney,09:00:00,896.0657084188912,22.946611909650922,34.97809719370294,67.29295003422314,231.65297741273102,44.33187008807325
Hackney,10:00:00,892.284052019165,22.939767282683093,34.817932922655714,66.93976728268309,230.5687885010267,42.70621455311417
Hackney,11:00:00,890.8569472963724,22.930184804928132,34.76454483230664,66.78644763860369,230.1533196440794,41.72699347498765
Hackney,12:00:00,890.1937029431896,22.852156057494867,34.76522929500342,66.70499657768652,229.92402464065708,41.28577430283568
Hackney,13:00:00,889.3990417522245,22.871321013004792,34.72073921971253,66.63860369609856,229.71526351813827,41.42451063461261
Hackney,14:00:00,888.9712525667351,22.856947296372347,34.73100616016427,66.57973990417523,229.56810403832992,42.08357612648386
Hackney,15:00:00,890.2511978097193,22.824093086926762,34.80766598220397,66.6776180698152,229.92197125256675,42.942513375779576
Hackney,16:00:00,891.2190280629706,22.847364818617386,34.85352498288843,66.75906913073237,230.20670773442848,44.71601787178496
Hackney,17:00:00,889.2231348391513,22.88637919233402,34.72553045859001,66.60985626283367,229.65571526351815,46.434973158851484
Hackney,18:00:00,886.4072553045859,23.058179329226558,34.46543463381246,66.49486652977413,228.98699520876113,47.647552908329274
Havering,07:00:00,881.3483915126626,28.983572895277206,42.80561259411362,75.26351813826146,251.47159479808352,35.615112613492826
Havering,08:00:00,881.3928815879534,29.04517453798768,42.85010266940452,75.22655715263518,251.50650239561944,33.85837278450513
Havering,09:00:00,881.694045174538,29.175222450376456,42.973990417522245,75.19575633127995,251.66940451745378,31.034991372877503
Havering,10:00:00,881.7905544147844,29.374401095140314,43.12731006160164,75.15468856947297,251.7734428473648,28.46494356996092
Havering,11:00:00,881.8336755646817,29.423682409308693,43.19164955509925,75.13552361396304,251.8268309377139,27.365108592124585
Havering,12:00:00,881.8097193702944,29.440109514031484,43.1895961670089,75.11567419575633,251.81587953456537,26.562894766017813
Havering,13:00:00,881.8364134154689,29.46611909650924,43.21629021218344,75.10130047912389,251.8350444900753,26.638466037318935
Havering,14:00:00,881.8124572210814,29.477070499657767,43.23682409308692,75.09514031485284,251.8261464750171,27.640311935702925
Havering,15:00:00,881.7063655030801,29.39151266255989,43.167008898015055,75.11156741957564,251.78028747433265,29.33690791752155
Havering,16:00:00,881.7515400410678,29.373716632443532,43.12457221081451,75.12320328542094,251.7453798767967,32.08121895297946
Havering,17:00:00,881.8843258042436,29.46611909650924,43.21834360027378,75.10951403148529,251.8343600273785,34.92247983630117
Havering,18:00:00,882.2724161533197,29.718001368925393,43.446269678302535,75.08076659822039,252.05544147843943,37.33846610408145
Islington,07:00:00,1143.82340862423,29.376454483230663,36.92950034223135,79.61533196440794,275.96167008898016,34.843591185151304
Islington,08:00:00,1143.8788501026695,29.418891170431213,36.81519507186858,79.3990417522245,275.57563312799454,35.00619523387816
Islington,09:00:00,1153.590006844627,29.761122518822724,37.00684462696783,80.02943189596166,277.580424366872,32.95933836549484
Islington,10:00:00,1171.1690622861054,30.36413415468857,37.39972621492129,81.33470225872689,281.507871321013,30.822848097718733
Islington,11:00:00,1176.069815195072,30.543463381245722,37.506502395619435,81.66050650239562,282.5455167693361,28.69079256140048
Islington,12:00:00,1175.9726214921286,30.555783709787818,37.48459958932238,81.63518138261465,282.4346338124572,27.345201999067733
Islington,13:00:00,1180.041067761807,30.684462696783026,37.5605749486653,81.9151266255989,283.31690622861055,26.94099831990075
Islington,14:00:00,1180.526351813826,30.71457905544148,37.5845311430527,81.9315537303217,283.4264202600958,27.595124628835748
Islington,15:00:00,1171.908966461328,30.426420260095824,37.328542094455855,81.22176591375771,281.36071184120465,29.202798978664614
Islington,16:00:00,1168.0924024640658,30.279945242984258,37.227926078028744,80.91307323750856,280.49418206707736,31.424643202536583
Islington,17:00:00,1180.3175906913073,30.694729637234772,37.573579739904176,81.90075290896647,283.3600273785079,33.61864848214993
Islington,18:00:00,1208.2457221081452,31.59753593429158,38.35455167693361,84.21423682409309,289.9390828199863,35.67395774606906
Lambeth,07:00:00,1170.7330595482547,31.380561259411362,42.94113620807666,88.03559206023272,303.5715263518138,56.17213149586092
Lambeth,08:00:00,1173.9260780287475,31.519507186858316,43.021218343600275,88.25598904859685,304.3750855578371,54.713794207459856
Lambeth,09:00:00,1181.532511978097,31.794661190965094,43.24914442162902,88.84873374401096,306.3182751540041,52.15092368882949
Lambeth,10:00:00,1193.2114989733059,32.238193018480494,43.60369609856263,89.74332648870636,309.38124572210813,49.0194601918912
Lambeth,11:00:00,1196.6694045174538,32.370294318959616,43.742642026009584,90.01779603011636,310.28131416837783,47.18505736027927
Lambeth,12:00:00,1197.3394934976043,32.397672826830934,43.72142368240931,90.04928131416838,310.4442162902122,47.05279981699525
Lambeth,13:00:00,1200.2724161533197,32.49144421629021,43.80766598220397,90.26967830253251,311.17659137577004,47.15316769959274
Lambeth,14:00:00,1200.7364818617386,32.521560574948666,43.83093771389459,90.30663928815879,311.32511978097193,48.04095629300954
Lambeth,15:00:00,1196.1540041067763,32.34976043805612,43.67967145790554,89.94524298425736,310.11498973305953,50.135467599862416
Lambeth,16:00:00,1193.6666666666667,32.23750855578371,43.61670088980151,89.76522929500342,309.4873374401095,52.94602493039628
Lambeth,17:00:00,1200.5852156057495,32.49897330595483,43.84394250513347,90.30527036276523,311.27994524298424,55.876324540277224
Lambeth,18:00:00,1216.0622861054073,33.068446269678304,44.3668720054757,91.5564681724846,315.3442847364819,57.363036231396904
Lewisham,07:00:00,771.0985626283367,15.594113620807667,32.18001368925393,60.17796030116359,209.24845995893224,40.58734633398974
Lewisham,08:00:00,771.2717316906229,15.616700889801505,32.19644079397673,60.20328542094456,209.34702258726898,40.48551276257631
Lewisham,09:00:00,771.4052019164956,15.54757015742642,32.27310061601643,60.195756331279945,209.53730321697466,38.50673652214373
Lewisham,10:00:00,771.4934976043805,15.38466803559206,32.39219712525667,60.15947980835045,209.7741273100616,36.2732148088693
Lewisham,11:00:00,771.2265571526352,15.345653661875428,32.412731006160165,60.14784394250513,209.80082135523614,34.54345880375224
Lewisham,12:00:00,771.2614647501712,15.367556468172484,32.4072553045859,60.14715947980835,209.7905544147844,34.15603389655922
Lewisham,13:00:00,771.4490075290896,15.329226557152635,32.445585215605746,60.143737166324435,209.89733059548254,35.17930222189735
Lewisham,14:00:00,771.3832991101985,15.333333333333334,32.44900752908966,60.13620807665982,209.86242299794662,36.33388646400689
Lewisham,15:00:00,771.4099931553731,15.405201916495551,32.39835728952772,60.175906913073234,209.80013689253937,37.81677972916634
Lewisham,16:00:00,771.5379876796715,15.420260095824778,32.37645448323067,60.19028062970568,209.78507871321014,39.749083069623545
Lewisham,17:00:00,771.4880219028063,15.338809034907598,32.444900752908964,60.15195071868583,209.89390828199862,41.723824687192334
Lewisham,18:00:00,772.0513347022587,15.013004791238878,32.62765229295003,60.11772758384668,210.37782340862424,43.096182908889766
Redbridge,07:00:00,1095.0082135523614,16.309377138945926,20.49281314168378,64.85420944558521,252.57905544147843,38.910232277252575
Redbridge,08:00:00,1106.6995208761123,16.521560574948666,20.718685831622178,65.5845311430527,255.17180013689253,35.74501398791787
Redbridge,09:00:00,1132.7583846680357,16.978097193702943,21.236824093086927,67.22861054072553,260.9185489390828,31.169486086915864
Redbridge,10:00:00,1170.8384668035592,17.691991786447637,21.982888432580424,69.64544832306639,269.3477070499658,27.505774442889773
Redbridge,11:00:00,1183.5386721423683,17.915811088295687,22.236824093086927,70.45653661875428,272.1341546885695,25.070306897795355
Redbridge,12:00:00,1185.8275154004107,17.960985626283367,22.288158795345655,70.60848733744011,272.64407939767284,23.958016231334696
Redbridge,13:00:00,1195.104038329911,18.11978097193703,22.475701574264203,71.19712525667352,274.7084188911704,26.37776506687337
Redbridge,14:00:00,1196.485284052019,18.16290212183436,22.510609171800137,71.2819986310746,275.00205338809036,28.1043363857604
Redbridge,15:00:00,1182.4120465434635,17.892539356605067,22.220396988364133,70.38466803559206,271.9075975359343,28.809380280161562
Redbridge,16:00:00,1173.495550992471,17.744695414099933,22.033538672142367,69.82340862422998,269.93223819301846,31.075973619461962
Redbridge,17:00:00,1195.5633127994524,18.1492128678987,22.468172484599588,71.22724161533196,274.8056125941136,33.10047962922584
Redbridge,18:00:00,1244.4818617385351,19.032169746748803,23.42984257357974,74.33333333333333,285.62559890485966,34.966041979118444
Sutton,07:00:00,363.3456536618754,6.352498288843258,6.390828199863107,8.014373716632443,66.93292265571526,49.60838302081257
Sutton,08:00:00,367.2340862422998,6.447638603696099,6.461327857631759,8.14031485284052,67.5284052019165,47.81402509883506
Sutton,09:00:00,375.88706365503083,6.683778234086242,6.628336755646817,8.440109514031485,68.88227241615331,46.00301599164399
Sutton,10:00:00,388.5407255304586,7.017796030116359,6.83709787816564,8.894592744695414,70.87337440109513,44.91252892563654
Sutton,11:00:00,392.76043805612596,7.123203285420945,6.908281998631074,9.044490075290897,71.53524982888433,44.48235736715532
Sutton,12:00:00,393.517453798768,7.147159479808351,6.935660506502396,9.072553045859001,71.64818617385353,44.04409304131482
Sutton,13:00:00,396.596167008898,7.227241615331964,6.98425735797399,9.178644763860369,72.1409993155373,43.76607799126285
Sutton,14:00:00,397.0574948665298,7.2470910335386725,6.997946611909651,9.199863107460644,72.22792607802874,45.09325306380144
Sutton,15:00:00,392.3737166324435,7.119780971937029,6.926078028747433,9.023956194387406,71.47638603696099,46.93008460593707
Sutton,16:00:00,389.4264202600958,7.031485284052019,6.863791923340178,8.9233401779603,71.0198494182067,48.47300674434632
Sutton,17:00:00,396.757015742642,7.222450376454483,6.976043805612594,9.19233401779603,72.15811088295688,49.56046369038057
Sutton,18:00:00,412.9986310746064,7.657768651608487,7.262833675564682,9.758384668035593,74.72210814510609,48.862263654112915
Wandsworth,07:00:00,668.8501026694045,23.50239561943874,50.91444216290212,35.50376454483231,189.46543463381246,52.58364185351542
Wandsworth,08:00:00,676.031485284052,23.78097193702943,51.44832306639288,35.94387405886379,191.3744010951403,52.683995278925465
Wandsworth,09:00:00,691.9390828199863,24.419575633127995,52.65639972621492,36.935660506502394,195.64613278576317,51.18111562580906
Wandsworth,10:00:00,715.1895961670089,25.326488706365502,54.41820670773443,38.36824093086927,201.85968514715947,49.417086657987085
Wandsworth,11:00:00,722.9466119096509,25.640657084188913,55.01437371663244,38.83915126625599,203.92539356605064,47.95935609052773
Wandsworth,12:00:00,724.3367556468172,25.68788501026694,55.09993155373032,38.92060232717317,204.2861054072553,47.250136921010224
Wandsworth,13:00:00,730.0164271047228,25.927446954141,55.549623545516766,39.2580424366872,205.8069815195072,47.39669227223411
Wandsworth,14:00:00,730.8535249828884,25.95071868583162,55.600958247775495,39.323066392881586,206.04175222450377,48.25147755862417
Wandsworth,15:00:00,722.2518822724162,25.602327173169062,54.94318959616701,38.78713210130048,203.74058863791925,49.56537004559407
Wandsworth,16:00:00,716.8158795345654,25.39151266255989,54.550308008213555,38.45311430527036,202.29089664613278,51.3835362215462
Wandsworth,17:00:00,730.2819986310747,25.921971252566735,55.55578370978782,39.290896646132786,205.9028062970568,52.69113905572887
Wandsworth,18:00:00,760.1724845995893,27.10198494182067,57.81108829568789,41.11841204654346,213.87679671457906,53.47381320592067
