Borough,Month,Year,Cars_And_Taxis,Buses_and_Coaches,Motorbikes,HGVs,LGVs
City of London,5,2019,25.449297285765894,0.4878083056042179,0.8821642634840634,2.154929124916323,6.715403693865692
City of London,5,2020,27.772599991047848,0.9141269580189512,1.148458995480662,1.706281936142698,6.824906780839098
City of London,5,2021,26.353456656759665,0.6537525987352137,0.9861080467661011,1.9786662305661904,6.7580790601272245
City of London,6,2018,25.250785246995065,0.4513153850572305,0.8600028958954475,2.1935802568701805,6.706309757563382
City of London,6,2019,25.497732097904883,0.4965233671245287,0.8880501401993519,2.1455225073577995,6.718308382773441
City of London,6,2020,27.37603026525961,0.8406859413582563,1.1026483315036852,1.7799490075300182,6.806977954045215
City of London,6,2021,26.910473907072873,0.7556263899789212,1.0494567331512237,1.8703397724794562,6.784586479123565
City of London,7,2018,25.056344187864838,0.41570602170051246,0.8376933157069392,2.2316599136573525,6.697200392797381
City of London,7,2019,25.507738548381212,0.49895213742511263,0.8895496095259878,2.143438414759032,6.718482995470802
City of London,7,2020,27.998775454429204,0.955365392728979,1.1734151385456881,1.6613480366366042,6.835603276310672
City of London,7,2021,26.879735669696508,0.7493251853082366,1.046203452094556,1.8757036999602714,6.783203056247442
City of London,8,2018,25.39105112392172,0.47725163724555975,0.8756266099280574,2.1653453138906618,6.713123482886401
City of London,8,2019,25.677730849053535,0.5299611694274138,0.9083552398627411,2.110817482935859,6.726955822623766
City of London,8,2020,27.108392028062273,0.7925124527903538,1.0718742317210534,1.832394519942182,6.794278984284226
City of London,8,2021,27.467815727680076,0.8587875236345448,1.1131030675163274,1.762225867950624,6.8104251755308685
City of London,9,2018,25.546650574968147,0.5058391540001671,0.8940258993668467,2.1360910782925635,6.720562827568828
City of London,9,2019,25.620213355483177,0.5194621389315396,0.902213290770335,2.1217188688605924,6.724190060913355
City of London,9,2020,26.70507140918659,0.7188010349782454,1.0255942500224702,1.9126393937631727,6.774513643930182
City of London,9,2021,26.153792554437537,0.6172388210971197,0.9628030774026387,2.0177873282790078,6.749359453077651
City of London,10,2018,25.378621936484226,0.4751118941175169,0.8740412101545912,2.1689412318022643,6.712422905592856
City of London,10,2019,25.462779085342426,0.49037355723094767,0.8836071134570297,2.1521052740610362,6.716069233143512
City of London,10,2020,26.48261933599807,0.677325650086236,1.0004131368928726,1.953697132674886,6.764314424321887
City of London,10,2021,25.918927410712804,0.5741534553006,0.9360780113917989,2.0634275300295473,6.738225183203146
City of London,11,2018,25.274873910145093,0.4562788082361824,0.8624481108501391,2.1888600558378344,6.707655285845873
City of London,11,2019,25.240757496241702,0.449708195433157,0.8588002875543808,2.1954773895211415,6.706110733523796
City of London,11,2020,26.139438283232074,0.6142238017426014,0.9614537758955815,2.020426340898472,6.748181921980259
City of London,11,2021,25.712267833186047,0.5362916263207178,0.9128745422938341,2.1032833914980493,6.728211887654863
City of London,12,2018,25.26616618434063,0.4544244590336954,0.8618798840927621,2.1907294559236257,6.707087363176688
City of London,12,2019,25.429706009603876,0.4845331617946008,0.8803807813600711,2.1590371726348248,6.7150119758053854
City of London,12,2020,26.52537820166024,0.6852043044549063,1.0046606605141761,1.9447645157413749,6.766263097088703
City of London,12,2021,25.847730529723137,0.5612223915699923,0.9287466269833375,2.0770141913696847,6.734614105222051
Croydon,1,2018,26.193485391183096,0.6246077621168538,0.9678315386073287,2.009728517109417,6.75095164595334
Croydon,1,2019,25.683619691975757,0.5308497406720064,0.9100705722080348,2.1091868474293625,6.7270348760568455
Croydon,1,2020,26.29666083516033,0.6428738089195335,0.979853824268582,1.990458165976866,6.754841283965276
Croydon,1,2021,26.21200279503931,0.6279662632708286,0.9698437100771101,2.006423995580643,6.7518009590551396
Croydon,2,2018,25.800807497539413,0.5527833574351769,0.9228406130587686,2.0862066344472296,6.732999298513284
Croydon,2,2019,25.89900000906615,0.5697631946922671,0.9339289051113664,2.067296701169715,6.7371278507667345
Croydon,2,2020,27.268670432074757,0.8219208541264702,1.0912724823892426,1.8082672700314826,6.8006370960651825
Croydon,2,2021,26.354235003405226,0.6546182368096863,0.9858024250725638,1.9784341811820587,6.758045098354928
Croydon,3,2018,25.806968039516,0.5534023989121494,0.9240953604707302,2.0850940915542466,6.732479500292812
Croydon,3,2019,26.56109762634722,0.6910589012465654,1.0101958477397115,1.9384839240410678,6.7678571366814095
Croydon,3,2020,26.84205515937241,0.7433812086621641,1.0414692993052852,1.8854113529039818,6.781044307644598
Croydon,3,2021,26.323617112283937,0.6485357118175983,0.9823038020851663,1.985310623848223,6.757629067755607
Croydon,4,2018,25.97924676134505,0.5848903065018591,0.9431151483767923,2.0523626777043873,6.741129178120567
Croydon,4,2019,25.82982133652508,0.5570683182077274,0.9262330343360902,2.080787521648185,6.734413309634706
Croydon,4,2020,26.731932306876935,0.7226014000065953,1.0287870259893876,1.9053119107887433,6.776537488347861
Croydon,4,2021,26.07316991123872,0.6025081364826771,0.9540028139650193,2.033196378755734,6.744943981008245
Croydon,5,2018,25.661056841292307,0.5268104461309355,0.9065959838404034,2.1139090208814504,6.725957424592292
Croydon,5,2019,26.257401108921865,0.6361794253182522,0.9749043343511226,1.9983699412057727,6.753762651076009
Croydon,5,2020,27.190913532678273,0.8075076979708438,1.0810936201398422,1.8167523549216924,6.7980316417804305
Croydon,5,2021,26.80462234037366,0.7359234625639283,1.0376223011397654,1.890850110591694,6.779000007111473
Croydon,6,2018,26.097932309544248,0.6067933713712385,0.9569844889830847,2.028525838638026,6.746452976642677
Croydon,6,2019,26.813841132355236,0.7377642668429961,1.0392689056004814,1.8913733384360032,6.780723527288185
Croydon,6,2020,26.845211439193154,0.7445210567795885,1.0417805871099715,1.8853595658548201,6.7820799594535535
Croydon,6,2021,26.384949563625458,0.6602663605897258,0.9899275589926022,1.9723760203121874,6.760087720024446
Croydon,7,2018,25.898565416418112,0.5701974362859751,0.9338781749265763,2.0670781271668424,6.737199735895911
Croydon,7,2019,26.667661223045833,0.711687499796395,1.021264833986552,1.9177013744374667,6.773260779677202
Croydon,7,2020,27.892712189804307,0.9367385265527,1.1613459872767529,1.6840998996725816,6.830803140558102
Croydon,7,2021,26.6536394751083,0.708988376516839,1.0200127736830307,1.9205032028494138,6.772671776116999
Croydon,8,2018,26.843287778473623,0.7433759428732362,1.041610596197422,1.8842590530443033,6.781146927206459
Croydon,8,2019,26.94724652288103,0.7631485176866858,1.0532402938022265,1.863278459196862,6.785564730231758
Croydon,8,2020,26.547901126725673,0.6896988271417436,1.0078589769600816,1.9410784874935865,6.766934655674157
Croydon,8,2021,27.083169082170294,0.7866780013378601,1.0694059085021606,1.83849796346138,6.793045256537084
Croydon,9,2018,26.347815364223898,0.6532664674172929,0.9847501561419625,1.9794886566872916,6.757869504102066
Croydon,9,2019,26.64512369207655,0.7070254977679159,1.0190484181967217,1.9237369583513668,6.772628138078846
Croydon,9,2020,26.468460131302905,0.6748611223253227,0.998965635071837,1.9560386785030544,6.764152023377973
Croydon,9,2021,26.360499650017506,0.6555347167959548,0.9868562647232965,1.9772667189759572,6.758860060410948
Croydon,10,2018,25.90661128202464,0.57227335895981,0.934323851362955,2.0660066901696066,6.737343844372256
Croydon,10,2019,26.380691638670715,0.6592238783653934,0.9891893267063726,1.9731467178701625,6.75951931735326
Croydon,10,2020,26.70459500764383,0.7184520197453379,1.025322494742097,1.9107375921709768,6.775253150435594
Croydon,10,2021,26.70332014677692,0.7184166140659355,1.0257992418031614,1.910010410308308,6.774640099057475
Croydon,11,2018,25.936647433958694,0.5770774081666583,0.9383130283815196,2.0598725219334826,6.738528046753842
Croydon,11,2019,25.797996992615666,0.5518994945346714,0.9227026827040954,2.087104766423226,6.7317698159265795
Croydon,11,2020,26.282336455663852,0.641365680761556,0.9777604126156344,1.9929367264337625,6.755068196614106
Croydon,11,2021,26.079273517341637,0.6034200485236563,0.9542353699893892,2.03265595105429,6.74524771669233
Croydon,12,2018,26.198103756774273,0.6254911484988921,0.9688776657631151,2.0099548812386736,6.751535210373704
Croydon,12,2019,26.247654833993582,0.6342272843115155,0.9731708533638204,1.9995418017137627,6.753563241214591
Croydon,12,2020,26.236053215014557,0.6322179363699904,0.9726429790307544,2.0027723297841145,6.752666388726083
Croydon,12,2021,26.517543064234758,0.6836053709476835,1.0036886491684707,1.9482975455018396,6.76511352947283
Ealing,1,2018,25.498153080282954,0.49670715872718885,0.8881303696879896,2.1457108746305713,6.718601496500799
Ealing,1,2019,25.52765417992148,0.5026324610268259,0.8910812557755771,2.139429519241649,6.7196975439945374
Ealing,1,2020,25.618022254554205,0.519039386778195,0.9018428391002051,2.1221091992449783,6.72360764534932
Ealing,1,2021,25.842068322886554,0.5600911950216654,0.927262692504137,2.078160286150051,6.734661126303529
Ealing,2,2018,25.545112492059427,0.5050548338279629,0.8933439523328395,2.136224196712329,6.7206226984067445
Ealing,2,2019,25.556267457885458,0.5079427606854291,0.8944365508355553,2.1334826330929366,6.720962447099288
Ealing,2,2020,26.20416171051046,0.6263898662691657,0.968683595147304,2.0083042067125096,6.752243285038645
Ealing,2,2021,26.149095161425123,0.6168518876816342,0.9619693396694046,2.018979147432923,6.7489946561345215
Ealing,3,2018,25.502558384665946,0.4974592990538963,0.8882275520365479,2.1444184813238385,6.718763545046493
Ealing,3,2019,25.949801835829508,0.5800390629649192,0.9396931335780644,2.0570605446577543,6.739107846355681
Ealing,3,2020,26.713626287165493,0.7201717775019845,1.0269756425573915,1.91367339087198,6.774754301954777
Ealing,3,2021,26.178632496781198,0.6221643294809982,0.9660172752460602,2.012824296087377,6.7497558030904745
Ealing,4,2018,25.707969237086477,0.535297968725994,0.912124369629968,2.1045733625237726,6.727947447701226
Ealing,4,2019,26.212628435627888,0.6283218637851967,0.9698698059989489,2.0066781697399083,6.752124578982496
Ealing,4,2020,27.500174849772385,0.8642660611822813,1.1157498811189297,1.7617489435811948,6.81290625193375
Ealing,4,2021,26.87141107226492,0.750243639502275,1.0454715367264458,1.878358043113524,6.782474777494104
Ealing,5,2018,25.98875720362028,0.5869456501968304,0.9445631235305036,2.0497975314682195,6.741646767214061
Ealing,5,2019,26.17353099689869,0.621029061392141,0.9655227259834873,2.0142057588083033,6.750091831063421
Ealing,5,2020,27.735889227396374,0.9074242474321009,1.144243030509233,1.7172900444563353,6.823865182993116
Ealing,5,2021,26.486478837813383,0.6775728508999435,1.0005328627036814,1.9533696842817272,6.764816232923722
Ealing,6,2018,26.73170935749124,0.723550160584672,1.0290620736760243,1.9064509756673835,6.776234242491836
Ealing,6,2019,26.263073916542112,0.6375579425748283,0.9753196452120063,1.9964596764406843,6.754682830054639
Ealing,6,2020,26.858649101934844,0.7462260016063613,1.0435667543472713,1.8801097918623393,6.78170329611122
Ealing,6,2021,26.511145988487563,0.6834546688659354,1.0028295501597178,1.9479973483230966,6.765822366634808
Ealing,7,2018,26.7046094353735,0.7183019280656309,1.0253951060883706,1.911412256054964,6.775551686488759
Ealing,7,2019,26.261818891244985,0.637475714364202,0.9761243001365708,1.996989569693009,6.754091425231563
Ealing,7,2020,26.296476061007112,0.6430454496151256,0.979130261853126,1.9901065840681442,6.755719813522717
Ealing,7,2021,26.406023562834427,0.6640666615493108,0.9911738921022054,1.9682428353680024,6.760452361892759
Ealing,8,2018,26.399093591910585,0.6621240259765323,0.9912120746624834,1.9699458749853322,6.759417760927376
Ealing,8,2019,26.179209645968186,0.6218036599811624,0.9660762209984988,2.012487001051754,6.750293317462304
Ealing,8,2020,26.06347860409271,0.6006318474045275,0.9529284620372672,2.034725084443572,6.74467015555333
Ealing,8,2021,26.483383821258418,0.678134818402322,0.9999502654914867,1.9537478460166922,6.764022495577412
Ealing,9,2018,26.05101775819594,0.5983702945732601,0.9511235316150343,2.038408433561459,6.744313399798328
Ealing,9,2019,26.275252927083,0.6392810620040799,0.9773510034584446,1.993511767302314,6.754013129624358
Ealing,9,2020,26.05317305779483,0.5990299567846101,0.9523537677270263,2.037415132941013,6.744812023336555
Ealing,9,2021,26.168297338005726,0.6198641886124797,0.9647704538513321,2.0148566883110073,6.749485078313446
Ealing,10,2018,25.76592478794476,0.5464103074735018,0.9192895588810409,2.0934446573182903,6.730927010490832
Ealing,10,2019,25.774866266995947,0.5482230461256663,0.9192410857088855,2.0914514131287683,6.73131222561165
Ealing,10,2020,25.90059149590164,0.5707863385056994,0.9342582430218803,2.0665958008085843,6.736935518785744
Ealing,10,2021,26.26667698442632,0.6378863527170281,0.9757524414605637,1.9959820999960103,6.754575440683861
Ealing,11,2018,25.66058121024848,0.52652703416694,0.9060974096072553,2.113973565570601,6.725702882467832
Ealing,11,2019,25.468960767958535,0.4918563265415564,0.8850258062637301,2.1512740779019235,6.716656549355384
Ealing,11,2020,25.5439869680956,0.5053352992459373,0.8936455818243945,2.136418962968045,6.720484540779945
Ealing,11,2021,25.967035585629173,0.5825950963128792,0.9416656289392418,2.054056637568024,6.740735914110575
Ealing,12,2018,25.488439247478222,0.49493664001056586,0.8870569293026045,2.147487890848137,6.7173644585388175
Ealing,12,2019,25.57383635028147,0.5110597653448189,0.8966084361686252,2.130636522628308,6.721863350600657
Ealing,12,2020,25.54029907924154,0.5045067522648027,0.8931318881634939,2.1371173727139405,6.720491999776732
Ealing,12,2021,26.121206428809337,0.6112931807206117,0.9593575692914631,2.0245086412204696,6.7477555712535855
Greenwich,1,2018,26.92602336514191,0.7599803819974954,1.0512859474651355,1.8673233432523524,6.785675486576861
Greenwich,1,2019,26.49745090433104,0.6815924645901995,1.0021466616662134,1.9505357871768219,6.764158129604004
Greenwich,1,2020,27.123826200234557,0.795117039786993,1.0737525084957105,1.82973380490324,6.795012345216053
Greenwich,1,2021,27.446344491977754,0.8544466325243529,1.1106689564511043,1.766451924979953,6.809077804035995
Greenwich,2,2018,26.689093954717663,0.7145070287633803,1.0241735672800236,1.914014896417018,6.7749103425285675
Greenwich,2,2019,26.439539308464393,0.6687646762947858,0.9950480657244599,1.9620304675756373,6.762862742128253
Greenwich,2,2020,28.877661139227982,1.1165252046176215,1.2736064117839003,1.5151630865921033,6.878122063348565
Greenwich,2,2021,27.860076478882313,0.9298719979323065,1.1594482916349016,1.689007628477908,6.8297061481447745
Greenwich,3,2018,26.749865013148057,0.7269325599142478,1.0307094821307359,1.9020845914514304,6.776593409477106
Greenwich,3,2019,28.067151093606743,0.9679318867665346,1.182136506438149,1.650656728224078,6.838263967962684
Greenwich,3,2020,28.200605400158825,0.9920105043741664,1.196850431531074,1.6306721344026673,6.845799136995077
Greenwich,3,2021,27.54848817854465,0.8723441909392821,1.1215111387087602,1.7486384628194238,6.813681723985709
Greenwich,4,2018,27.49351304911815,0.8625249071041147,1.1159022312694382,1.7565226165384584,6.811628836761698
Greenwich,4,2019,26.985678399709226,0.7702210383097154,1.058260119185257,1.8607778229411747,6.787924443864491
Greenwich,4,2020,28.74421597974799,1.0922455236696407,1.2592139051255036,1.5437050958464373,6.8703547655362245
Greenwich,4,2021,28.325258032428913,1.0162784853188884,1.2109793423163349,1.5955559178591812,6.850522919579946
Greenwich,5,2018,27.225149640375864,0.8131692850983179,1.0864312173567436,1.809048814076102,6.799221920838927
Greenwich,5,2019,28.816659369886825,1.1058538773288393,1.2677794450699185,1.5212220003531998,6.872840764121357
Greenwich,5,2020,30.36188304940029,1.3887950915433949,1.4444652636774424,1.3218429243921488,6.946194866572817
Greenwich,5,2021,29.753451933239067,1.2764641795910523,1.3748218646622805,1.3191699095194145,6.919000779574682
Greenwich,6,2018,27.535668048195507,0.8714003892329171,1.1206810568257457,1.761518467482136,6.814861722946828
Greenwich,6,2019,28.24930247850405,1.0038323041801935,1.2024480659649426,1.6259803068484031,6.846607913577997
Greenwich,6,2020,29.47068893243618,1.2255076139790357,1.341369605108876,1.4378390927588283,6.904059925339853
Greenwich,6,2021,29.43415821684302,1.2189557675560565,1.3377827357913012,1.3843015351691101,6.903553051524291
Greenwich,7,2018,27.957218238878642,0.947812560572224,1.1679234432051118,1.676327313012051,6.832729641625132
Greenwich,7,2019,29.5259583674869,1.234982963597122,1.347638936548507,1.3937106711514582,6.907504237467162
Greenwich,7,2020,33.26152713171908,1.9211318164676674,1.7743245425990397,0.8394364634026673,7.088694081085176
Greenwich,7,2021,29.369208201488902,1.2068171894828537,1.3312019666836827,1.396242861632208,6.899398875829196
Greenwich,8,2018,29.3453803429034,1.2029074744219843,1.3281317765529042,1.4071629233180893,6.899120585406131
Greenwich,8,2019,29.586662658093818,1.2458235297193234,1.355952486033043,1.395131397247789,6.910633163004387
Greenwich,8,2020,29.457692596201404,1.2235275364484148,1.3399775877674434,1.4498512587778214,6.905038924563164
Greenwich,8,2021,30.797451815824168,1.4691168861553185,1.4950141365398548,1.119002121266705,6.964754322408646
Greenwich,9,2018,28.100973270108565,0.9732329703787919,1.185814141099417,1.6389443887770683,6.840473282268049
Greenwich,9,2019,29.053393853729798,1.149545421442277,1.2950672463937776,1.4672295747490975,6.885107212070414
Greenwich,9,2020,28.56162955076097,1.0590948383478855,1.238067403599163,1.5716767152058564,6.862005619521589
Greenwich,9,2021,27.547833281897795,0.8722071536379566,1.1217037625982234,1.7471274065469036,6.814979796815075
Greenwich,10,2018,27.09201592947703,0.7900585518361888,1.0695712050203177,1.8342445093378166,6.792707333331417
Greenwich,10,2019,27.439536281481047,0.8530105477650658,1.1103223905565,1.7697663295261195,6.809490878630189
Greenwich,10,2020,28.722164092789246,1.088274043664484,1.257307396915339,1.5293759078314602,6.869381808883186
Greenwich,10,2021,27.79133149643955,0.9177039555509673,1.1501919268189145,1.699678583048473,6.825548432325873
Greenwich,11,2018,26.74747719180357,0.7262073054599357,1.0310619464326223,1.9018239525296068,6.776985669842818
Greenwich,11,2019,26.50300662384652,0.6811417467735487,1.0033321225332934,1.950459417612035,6.765390271198379
Greenwich,11,2020,27.310156920353993,0.8292950396380578,1.0953086084603965,1.8004907816475333,6.802490540240002
Greenwich,11,2021,27.595988128540476,0.882255883522578,1.1279834026683753,1.7389105918536525,6.8166958182983315
Greenwich,12,2018,26.978069763094783,0.7681352860650347,1.056616488453179,1.8579531617535803,6.787299547463949
Greenwich,12,2019,27.174024675316357,0.804337210247833,1.0794658140323035,1.8212185169928836,6.797201367689847
Greenwich,12,2020,27.491516675370512,0.862855015393617,1.1161542874964758,1.7607113847505382,6.811959414612638
Greenwich,12,2021,27.279636414364436,0.8230076668420773,1.0914956231667214,1.803909514497456,6.802341073957953
Hackney,1,2018,25.40805199527489,0.4805239723681734,0.8781148733631595,2.163156926547293,6.714214356426012
Hackney,1,2019,25.619135337044725,0.5192462685023963,0.9021647794398338,2.122824746423947,6.724184379160838
Hackney,1,2020,25.629305469948225,0.5211493900039592,0.9034438381481309,2.119778618809445,6.72423149756695
Hackney,1,2021,25.90194190427618,0.5711488452883628,0.9346581358740896,2.0661424335588543,6.7375841908286045
Hackney,2,2018,25.71248043744198,0.5361416900071246,0.9125318590092194,2.1035434600352207,6.728433486957145
Hackney,2,2019,25.527003803999083,0.5024086586401814,0.8911259188837476,2.1395246750756054,6.719427443392363
Hackney,2,2020,25.64955386039304,0.524637379196558,0.9054984122918486,2.11626033848984,6.725096793437336
Hackney,2,2021,26.40673788426081,0.6629300039922545,0.9919715590398251,1.9694806120963286,6.760869756516763
Hackney,3,2018,25.594028787883644,0.5146025499143602,0.8990175589433835,2.1262703962322527,6.722888394465632
Hackney,3,2019,25.661712034980713,0.5270000673559134,0.9069360926684678,2.1137800789362746,6.726117470089214
Hackney,3,2020,26.28697456415986,0.6408623038813369,0.9784533783589925,1.99460453929924,6.755604779561266
Hackney,3,2021,26.190080498261146,0.6247944680586025,0.9671849527366021,2.0109760434936894,6.7503640891796985
Hackney,4,2018,25.661223318663584,0.5273448623506224,0.9070798623742056,2.1137955628902656,6.72609616135877
Hackney,4,2019,25.89095945019637,0.5687022424156132,0.9336195146322983,2.0703469729844586,6.737767519666884
Hackney,4,2020,26.90857702623439,0.7561441854691684,1.048921944585772,1.870921289964637,6.784932820575741
Hackney,4,2021,26.930305663462615,0.7592903126005107,1.0514211687356314,1.8665849661942493,6.785325983838724
Hackney,5,2018,25.864926161034454,0.56402061471818,0.9297807764021618,2.074003151448277,6.735995536904519
Hackney,5,2019,25.99685556809487,0.5882396779431741,0.9451564092998427,2.048935946861113,6.741394794499922
Hackney,5,2020,27.687592498875084,0.8978489248361868,1.1385502132293246,1.719203343463103,6.821472376343471
Hackney,5,2021,26.76538290615493,0.7292250923960429,1.0335119509168817,1.898766356678558,6.778725951435207
